,TOTAL,COM 1,COM 2,fcount,ftime
46817,"161,5",61,70.0,164,2580.0
46818,162,63,70.0,164,2580.0
46819,"163,5",68,75.0,164,2700.0
46820,164,68,75.0,164,2700.0
46821,163,68,75.0,164,2715.0
46822,"164,5",68,78.0,164,2745.0
46823,"166,5",68,80.0,164,2760.0
46824,"167,5",68,80.0,164,2775.0
46825,167,68,82.0,164,2775.0
46826,165,68,82.0,164,2805.0
46827,"166,5",68,84.0,164,2805.0
46828,"165,5",68,84.0,164,2820.0
46829,163,68,84.0,164,2850.0
46830,"164,5",68,86.0,164,2865.0
46831,164,68,88.0,164,2895.0
46832,0,68,88.0,164,2910.0
46833,0,68,90.0,164,2955.0
46834,0,72,90.0,164,2970.0
46835,0,74,90.0,164,2985.0
46836,0,74,90.0,164,3000.0
46838,"145,5",1,0.0,152,30.0
46839,"144,5",1,0.0,152,45.0
46840,"131,5",1,0.0,152,90.0
46841,"130,5",1,0.0,152,105.0
46842,"132,5",1,0.0,152,105.0
46843,"132,5",3,2.0,152,135.0
46844,"137,5",6,5.0,152,150.0
46845,"139,5",6,7.0,152,165.0
46846,"140,5",8,7.0,152,195.0
46847,"144,5",8,7.0,152,210.0
46848,"144,5",8,9.0,152,210.0
46849,"144,5",10,9.0,152,240.0
46850,"148,5",10,9.0,152,240.0
46851,"157,5",10,11.0,152,240.0
46852,"161,5",10,11.0,152,255.0
46853,"161,5",12,11.0,152,285.0
46854,"159,5",12,11.0,152,315.0
46855,"158,5",12,11.0,152,330.0
46856,"161,5",12,12.0,152,330.0
46857,"160,5",12,13.0,152,345.0
46858,"160,5",14,13.0,152,375.0
46859,"160,5",16,13.0,152,405.0
46860,"161,5",16,13.0,152,405.0
46861,"161,5",16,13.0,152,420.0
46862,"159,5",16,13.0,152,450.0
46863,"158,5",16,13.0,152,465.0
46864,"158,5",18,13.0,152,495.0
46865,"156,5",18,13.0,152,525.0
46866,"154,5",18,16.0,152,555.0
46867,"156,5",18,17.0,152,555.0
46868,"156,5",18,18.0,152,555.0
46869,"156,5",20,18.0,152,585.0
46870,"157,5",20,18.0,152,585.0
46871,"157,5",20,20.0,152,585.0
46872,"159,5",22,20.0,152,615.0
46873,"162,5",25,22.0,152,660.0
46874,"162,5",28,22.0,152,690.0
46875,"164,5",30,24.0,152,720.0
46876,"163,5",30,24.0,152,735.0
46877,"162,5",30,24.0,152,750.0
46878,"163,5",32,26.0,152,795.0
46879,"164,5",32,28.0,152,810.0
46880,"163,5",32,30.0,152,855.0
46881,"161,5",32,30.0,152,885.0
46882,"160,5",32,30.0,152,900.0
46883,"161,5",32,30.0,152,915.0
46884,"160,5",33,30.0,152,915.0
46885,"159,5",33,30.0,152,930.0
46886,"158,5",33,30.0,152,945.0
46887,"158,5",33,32.0,152,975.0
46888,"157,5",33,32.0,152,990.0
46889,"158,5",33,32.0,152,1005.0
46890,"158,5",33,34.0,152,1005.0
46891,"158,5",33,36.0,152,1035.0
46892,"157,5",33,36.0,152,1050.0
46893,"156,5",33,36.0,152,1065.0
46894,"155,5",33,36.0,152,1080.0
46895,"155,5",36,36.0,152,1125.0
46896,"154,5",36,36.0,152,1140.0
46897,"155,5",37,36.0,152,1140.0
46898,"156,5",38,36.0,152,1140.0
46899,"156,5",38,36.0,152,1155.0
46900,"156,5",38,37.0,152,1155.0
46901,"157,5",38,37.0,152,1155.0
46902,"157,5",40,37.0,152,1185.0
46903,"157,5",40,39.0,152,1215.0
46904,"156,5",40,39.0,152,1230.0
46905,"155,5",40,39.0,152,1245.0
46906,"157,5",43,39.0,152,1260.0
46907,"155,5",43,39.0,152,1275.0
46908,"155,5",43,39.0,152,1290.0
46909,"155,5",46,39.0,152,1335.0
46910,"154,5",46,39.0,152,1350.0
46911,"156,5",49,39.0,152,1380.0
46912,"155,5",49,39.0,152,1395.0
46913,"154,5",49,39.0,152,1410.0
46914,"152,5",49,39.0,152,1425.0
46915,"151,5",49,39.0,152,1440.0
46916,"149,5",49,39.0,152,1470.0
46917,"150,5",49,41.0,152,1485.0
46918,"152,5",49,41.0,152,1485.0
46919,"151,5",50,41.0,152,1485.0
46920,"151,5",51,41.0,152,1500.0
46921,"150,5",51,41.0,152,1515.0
46922,"149,5",51,41.0,152,1530.0
46923,"148,5",51,41.0,152,1560.0
46924,"149,5",51,43.0,152,1590.0
46925,"149,5",51,44.0,152,1590.0
46926,"151,5",53,44.0,152,1605.0
46927,"151,5",54,44.0,152,1605.0
46928,"152,5",55,44.0,152,1620.0
46929,"154,5",56,44.0,152,1635.0
46930,"152,5",56,44.0,152,1635.0
46931,"153,5",56,46.0,152,1650.0
46932,"154,5",58,46.0,152,1665.0
46933,"152,5",58,46.0,152,1695.0
46934,151,58,46.0,152,1710.0
46935,150,58,46.0,152,1725.0
46936,148,58,46.0,152,1755.0
46937,"149,5",58,49.0,152,1770.0
46938,"150,5",58,51.0,152,1785.0
46939,147,58,51.0,152,1815.0
46940,147,60,51.0,152,1845.0
46941,"148,5",60,53.0,152,1875.0
46942,150,60,54.0,152,1875.0
46943,"148,5",60,54.0,152,1890.0
46944,150,63,54.0,152,1905.0
46945,"148,5",63,54.0,152,1920.0
46946,147,63,54.0,152,1950.0
46947,146,63,54.0,152,1965.0
46948,"145,5",63,54.0,152,1980.0
46949,147,66,54.0,152,1995.0
46950,"147,5",66,54.0,152,1995.0
46951,"146,5",66,54.0,152,2010.0
46952,"146,5",66,54.0,152,2025.0
46953,"147,5",69,54.0,152,2055.0
46954,"149,5",69,55.0,152,2055.0
46955,148,69,56.0,152,2070.0
46956,150,71,58.0,152,2100.0
46957,"152,5",71,58.0,152,2100.0
46958,"151,5",71,60.0,152,2115.0
46959,"152,5",71,63.0,152,2145.0
46960,154,74,63.0,152,2160.0
46961,"154,5",74,65.0,152,2190.0
46962,155,77,65.0,152,2220.0
46963,154,77,65.0,152,2235.0
46964,"153,5",77,65.0,152,2265.0
46965,"152,5",77,65.0,152,2265.0
46966,"153,5",77,66.0,152,2265.0
46967,151,77,66.0,152,2295.0
46968,0,77,66.0,152,2310.0
46969,0,77,68.0,152,2310.0
46970,0,77,68.0,152,2325.0
46971,0,78,68.0,152,2325.0
46972,0,80,68.0,152,2355.0
46973,0,80,69.0,152,2355.0
46974,0,80,69.0,152,2385.0
46975,0,81,69.0,152,2400.0
46976,0,81,71.0,152,2400.0
46978,"114,5",2,0.0,122,30.0
46979,"113,5",2,0.0,122,60.0
46980,"111,5",2,0.0,122,90.0
46981,"109,5",2,0.0,122,120.0
46982,"108,5",2,0.0,122,150.0
46983,"107,5",2,0.0,122,165.0
46984,"107,5",4,0.0,122,195.0
46985,"107,5",4,0.0,122,210.0
46986,"106,5",4,0.0,122,225.0
46987,"105,5",4,0.0,122,225.0
46988,"104,5",4,0.0,122,240.0
46989,"108,5",7,2.0,122,270.0
46990,"107,5",7,2.0,122,285.0
46991,"110,5",10,2.0,122,300.0
46992,"112,5",10,5.0,122,330.0
46993,"111,5",10,5.0,122,360.0
46994,"110,5",10,5.0,122,375.0
46995,"111,5",10,6.0,122,375.0
46996,"111,5",10,7.0,122,375.0
46997,"114,5",13,7.0,122,390.0
46998,"115,5",13,9.0,122,420.0
46999,"113,5",13,9.0,122,450.0
47000,"112,5",13,9.0,122,480.0
47001,"112,5",13,9.0,122,495.0
47002,"112,5",14,9.0,122,510.0
47003,"112,5",15,9.0,122,510.0
47004,"114,5",15,12.0,122,540.0
47005,"114,5",15,14.0,122,585.0
47006,"115,5",15,14.0,122,585.0
47007,"116,5",17,14.0,122,585.0
47008,"119,5",20,14.0,122,615.0
47009,"120,5",20,16.0,122,630.0
47010,"122,5",23,18.0,122,690.0
47011,"122,5",23,18.0,122,705.0
47012,"122,5",23,18.0,122,720.0
47013,"122,5",24,18.0,122,720.0
47014,"122,5",26,18.0,122,765.0
47015,"122,5",26,18.0,122,750.0
47016,"123,5",26,20.0,122,780.0
47017,"122,5",26,20.0,122,795.0
47018,"123,5",29,20.0,122,840.0
47019,"125,5",29,23.0,122,870.0
47020,"125,5",31,23.0,122,900.0
47021,"125,5",31,23.0,122,930.0
47022,"124,5",31,23.0,122,945.0
47023,"124,5",31,23.0,122,960.0
47024,"123,5",31,23.0,122,960.0
47025,"122,5",31,23.0,122,975.0
47026,"123,5",31,25.0,122,1005.0
47027,"124,5",31,25.0,122,1020.0
47028,"125,5",33,25.0,122,1020.0
47029,"124,5",33,25.0,122,1020.0
47030,"124,5",33,25.0,122,1035.0
47031,"122,5",33,25.0,122,1065.0
47032,"123,5",35,25.0,122,1080.0
47033,"124,5",35,25.0,122,1080.0
47034,"125,5",36,25.0,122,1080.0
47035,"123,5",36,25.0,122,1110.0
47036,"123,5",36,27.0,122,1155.0
47037,"123,5",36,27.0,122,1170.0
47038,"124,5",37,27.0,122,1170.0
47039,"124,5",38,27.0,122,1170.0
47040,"126,5",38,29.0,122,1185.0
47041,"124,5",38,30.0,122,1230.0
47042,"123,5",38,30.0,122,1245.0
47043,"125,5",40,30.0,122,1260.0
47044,"125,5",40,32.0,122,1305.0
47045,"126,5",42,32.0,122,1335.0
47046,"125,5",42,32.0,122,1350.0
47047,"124,5",42,32.0,122,1365.0
47048,"123,5",42,32.0,122,1395.0
47049,"122,5",42,32.0,122,1410.0
47050,"123,5",42,34.0,122,1440.0
47051,124,45,34.0,122,1485.0
47052,124,45,36.0,122,1515.0
47053,125,47,36.0,122,1545.0
47054,"127,5",47,39.0,122,1560.0
47055,126,47,39.0,122,1590.0
47056,"127,5",47,41.0,122,1620.0
47057,"126,5",47,41.0,122,1620.0
47058,"125,5",47,41.0,122,1635.0
47059,125,47,41.0,122,1650.0
47060,124,47,41.0,122,1665.0
47061,"123,5",47,41.0,122,1680.0
47062,123,47,44.0,122,1755.0
47063,"121,5",47,44.0,122,1785.0
47064,"120,5",47,44.0,122,1815.0
47065,"120,5",49,44.0,122,1845.0
47066,"119,5",49,44.0,122,1875.0
47067,120,49,44.0,122,1890.0
47068,121,50,44.0,122,1890.0
47069,"118,5",50,44.0,122,1920.0
47070,"120,5",50,45.0,122,1920.0
47071,"120,5",52,45.0,122,1935.0
47072,"119,5",52,45.0,122,1950.0
47073,118,52,45.0,122,1980.0
47074,"117,5",52,45.0,122,1995.0
47075,"115,5",52,45.0,122,2025.0
47076,118,55,47.0,122,2070.0
47077,117,55,47.0,122,2085.0
47078,119,55,49.0,122,2100.0
47079,"118,5",55,49.0,122,2115.0
47080,118,55,49.0,122,2145.0
47081,116,55,49.0,122,2175.0
47082,"116,5",55,49.0,122,2190.0
47083,"118,5",55,49.0,122,2190.0
47084,"119,5",55,51.0,122,2190.0
47085,"120,5",58,51.0,122,2220.0
47086,"121,5",58,53.0,122,2250.0
47087,124,61,53.0,122,2280.0
47088,"125,5",62,53.0,122,2865.0
47089,0,65,53.0,122,2925.0
47090,0,65,54.0,122,2925.0
47091,0,65,55.0,122,2925.0
47092,0,65,55.0,122,2940.0
47093,0,65,55.0,122,2970.0
47094,0,67,55.0,122,2995.0
47095,0,67,55.0,122,3000.0
47097,"151,5",2,2.0,142,45.0
47098,"152,5",2,4.0,142,60.0
47099,"154,5",4,4.0,142,75.0
47100,"156,5",4,4.0,142,75.0
47101,"153,5",5,4.0,142,105.0
47102,"154,5",5,7.0,142,135.0
47103,"156,5",7,9.0,142,165.0
47104,"157,5",7,9.0,142,165.0
47105,"156,5",7,9.0,142,180.0
47106,"156,5",7,9.0,142,195.0
47107,"156,5",8,9.0,142,195.0
47108,"157,5",8,9.0,142,195.0
47109,"157,5",10,9.0,142,240.0
47110,"157,5",12,9.0,142,270.0
47111,"156,5",12,9.0,142,270.0
47112,"153,5",12,9.0,142,315.0
47113,"153,5",12,11.0,142,345.0
47114,"153,5",12,13.0,142,390.0
47115,"153,5",12,14.0,142,390.0
47116,"155,5",13,14.0,142,390.0
47117,"155,5",14,14.0,142,390.0
47118,"153,5",14,14.0,142,420.0
47119,"155,5",17,14.0,142,435.0
47120,"153,5",17,14.0,142,465.0
47121,"154,5",19,14.0,142,480.0
47122,"156,5",19,16.0,142,495.0
47123,"156,5",19,19.0,142,510.0
47124,"155,5",19,19.0,142,525.0
47125,"156,5",19,20.0,142,525.0
47126,"154,5",19,20.0,142,555.0
47127,"157,5",19,20.0,142,555.0
47128,"156,5",21,23.0,142,615.0
47129,"155,5",21,23.0,142,630.0
47130,"156,5",23,23.0,142,645.0
47131,"155,5",23,23.0,142,675.0
47132,"156,5",23,26.0,142,690.0
47133,"155,5",23,28.0,142,735.0
47134,"156,5",23,28.0,142,735.0
47135,"157,5",23,30.0,142,750.0
47136,"154,5",23,30.0,142,795.0
47137,"153,5",23,30.0,142,810.0
47138,"152,5",23,32.0,142,855.0
47139,"150,5",23,32.0,142,885.0
47140,"151,5",25,32.0,142,900.0
47141,"152,5",25,34.0,142,915.0
47142,"151,5",25,34.0,142,930.0
47143,"149,5",25,36.0,142,990.0
47144,"150,5",26,36.0,142,990.0
47145,"148,5",26,36.0,142,1020.0
47146,"148,5",28,36.0,142,1050.0
47147,"146,5",28,36.0,142,1080.0
47148,"145,5",28,36.0,142,1110.0
47149,"145,5",30,36.0,142,1125.0
47150,"145,5",30,38.0,142,1155.0
47151,"147,5",32,40.0,142,1185.0
47152,"149,5",34,40.0,142,1185.0
47153,"150,5",36,40.0,142,1215.0
47154,"150,5",38,40.0,142,1245.0
47155,"151,5",38,43.0,142,1275.0
47156,"150,5",38,43.0,142,1290.0
47157,"151,5",40,43.0,142,1320.0
47158,"150,5",40,43.0,142,1335.0
47159,"151,5",40,43.0,142,1335.0
47160,"152,5",42,43.0,142,1335.0
47161,"150,5",42,43.0,142,1365.0
47162,"152,5",42,46.0,142,1380.0
47163,"153,5",44,46.0,142,1410.0
47164,"152,5",44,46.0,142,1425.0
47165,"151,5",44,48.0,142,1455.0
47166,"151,5",44,50.0,142,1485.0
47167,"150,5",44,50.0,142,1515.0
47168,"150,5",44,52.0,142,1545.0
47169,"152,5",47,52.0,142,1560.0
47170,"153,5",47,52.0,142,1575.0
47171,"153,5",47,54.0,142,1575.0
47172,"154,5",47,56.0,142,1590.0
47173,"153,5",47,56.0,142,1605.0
47174,"151,5",47,56.0,142,1635.0
47175,"149,5",47,56.0,142,1665.0
47176,"146,5",47,56.0,142,1710.0
47177,"148,5",50,56.0,142,1725.0
47178,"149,5",50,58.0,142,1755.0
47179,"149,5",50,60.0,142,1785.0
47180,"151,5",52,60.0,142,1785.0
47181,"149,5",52,60.0,142,1815.0
47182,150,54,60.0,142,1845.0
47183,149,54,60.0,142,1860.0
47184,149,54,62.0,142,1890.0
47185,148,54,62.0,142,1905.0
47186,146,54,62.0,142,1935.0
47187,"146,5",56,62.0,142,1965.0
47188,148,58,62.0,142,1980.0
47189,146,58,62.0,142,2010.0
47190,144,58,62.0,142,2040.0
47191,144,60,62.0,142,2070.0
47192,"145,5",62,62.0,142,2085.0
47193,"144,5",62,64.0,142,2130.0
47194,"146,5",64,66.0,142,2160.0
47195,148,64,67.0,142,2160.0
47196,146,64,67.0,142,2190.0
47197,144,64,67.0,142,2220.0
47198,142,64,67.0,142,2250.0
47199,"142,5",64,67.0,142,2250.0
47200,"141,5",64,67.0,142,2265.0
47201,"139,5",64,67.0,142,2295.0
47202,0,64,69.0,142,2325.0
47203,0,66,69.0,142,2370.0
47204,0,66,69.0,142,2355.0
47205,0,67,69.0,142,2370.0
47206,0,69,71.0,142,2395.0
47207,0,69,73.0,142,2395.0
47209,"155,5",3,0.0,139,30.0
47210,"158,5",5,3.0,139,60.0
47211,"157,5",5,3.0,139,105.0
47212,"157,5",7,3.0,139,135.0
47213,"156,5",7,3.0,139,150.0
47214,"156,5",8,3.0,139,150.0
47215,"155,5",8,3.0,139,180.0
47216,"157,5",8,6.0,139,195.0
47217,"159,5",11,6.0,139,210.0
47218,"157,5",13,6.0,139,255.0
47219,"156,5",13,6.0,139,270.0
47220,"155,5",13,6.0,139,285.0
47221,"156,5",17,6.0,139,330.0
47222,"156,5",17,6.0,139,345.0
47223,"154,5",17,6.0,139,360.0
47224,"156,5",20,8.0,139,390.0
47225,"158,5",24,8.0,139,420.0
47226,"157,5",24,8.0,139,435.0
47227,"158,5",24,10.0,139,450.0
47228,"159,5",26,10.0,139,465.0
47229,"160,5",29,10.0,139,495.0
47230,"161,5",29,10.0,139,495.0
47231,"160,5",29,10.0,139,510.0
47232,"159,5",29,10.0,139,525.0
47233,"160,5",31,12.0,139,570.0
47234,"159,5",31,12.0,139,585.0
47235,"156,5",31,14.0,139,645.0
47236,"155,5",31,14.0,139,660.0
47237,"156,5",31,14.0,139,675.0
47238,"154,5",31,14.0,139,705.0
47239,"157,5",33,16.0,139,735.0
47240,"157,5",35,16.0,139,765.0
47241,"156,5",35,16.0,139,780.0
47242,"157,5",37,16.0,139,795.0
47243,"158,5",37,18.0,139,810.0
47244,"157,5",37,18.0,139,825.0
47245,"157,5",39,18.0,139,855.0
47246,"158,5",39,21.0,139,885.0
47247,"160,5",41,21.0,139,900.0
47248,"162,5",43,21.0,139,915.0
47249,"163,5",45,21.0,139,930.0
47250,"162,5",45,21.0,139,960.0
47251,"162,5",46,21.0,139,960.0
47252,"159,5",46,21.0,139,1005.0
47253,"160,5",47,21.0,139,1005.0
47254,"162,5",49,21.0,139,1005.0
47255,"161,5",49,21.0,139,1020.0
47256,"161,5",49,23.0,139,1050.0
47257,"159,5",49,23.0,139,1080.0
47258,"160,5",49,24.0,139,1080.0
47259,"158,5",49,24.0,139,1110.0
47260,"156,5",49,24.0,139,1140.0
47261,"158,5",49,26.0,139,1155.0
47262,"161,5",54,26.0,139,1185.0
47263,"161,5",57,26.0,139,1230.0
47264,"160,5",57,26.0,139,1260.0
47265,"160,5",57,29.0,139,1305.0
47266,"160,5",59,29.0,139,1320.0
47267,"161,5",60,29.0,139,1320.0
47268,"160,5",62,29.0,139,1365.0
47269,"162,5",62,32.0,139,1380.0
47270,"160,5",62,32.0,139,1410.0
47271,"161,5",62,34.0,139,1425.0
47272,"160,5",64,34.0,139,1470.0
47273,"158,5",64,34.0,139,1500.0
47274,"159,5",67,34.0,139,1530.0
47275,"157,5",67,34.0,139,1560.0
47276,"156,5",67,36.0,139,1605.0
47277,"157,5",70,36.0,139,1635.0
47278,"156,5",70,36.0,139,1650.0
47279,"156,5",72,36.0,139,1680.0
47280,"157,5",72,38.0,139,1695.0
47281,"158,5",75,40.0,139,1755.0
47282,"157,5",75,40.0,139,1770.0
47283,"153,5",75,40.0,139,1815.0
47284,"154,5",75,40.0,139,1815.0
47285,"152,5",75,40.0,139,1830.0
47286,"151,5",75,40.0,139,1845.0
47287,"150,5",75,40.0,139,1860.0
47288,"147,5",75,40.0,139,1905.0
47289,"146,5",75,40.0,139,1920.0
47290,"147,5",75,40.0,139,1920.0
47291,"148,5",78,40.0,139,1950.0
47292,"147,5",78,40.0,139,1965.0
47293,"145,5",78,40.0,139,1995.0
47294,142,78,40.0,139,2040.0
47295,"141,5",78,42.0,139,2085.0
47296,"141,5",78,44.0,139,2115.0
47297,"140,5",78,44.0,139,2115.0
47298,"141,5",78,47.0,139,2145.0
47299,"140,5",78,47.0,139,2160.0
47300,"141,5",80,47.0,139,2190.0
47301,"141,5",80,48.0,139,2205.0
47302,"142,5",82,48.0,139,2220.0
47303,142,84,48.0,139,2250.0
47304,140,84,48.0,139,2280.0
47305,0,84,51.0,139,2325.0
47306,0,86,51.0,139,2340.0
47307,0,86,53.0,139,2370.0
47308,0,86,53.0,139,2400.0
47310,"150,5",13,19.0,161,465.0
47311,"148,5",13,19.0,161,465.0
47312,"148,5",13,22.0,161,510.0
47313,"147,5",13,22.0,161,525.0
47314,"146,5",15,22.0,161,555.0
47315,"147,5",15,24.0,161,585.0
47316,"145,5",15,24.0,161,630.0
47317,"148,5",15,29.0,161,660.0
47318,"147,5",15,29.0,161,675.0
47319,"147,5",15,29.0,161,690.0
47320,"148,5",16,29.0,161,690.0
47321,"147,5",18,29.0,161,735.0
47322,"146,5",18,29.0,161,750.0
47323,"147,5",18,29.0,161,765.0
47324,"147,5",20,29.0,161,795.0
47325,"147,5",20,29.0,161,810.0
47326,"148,5",20,29.0,161,825.0
47327,"146,5",20,29.0,161,825.0
47328,"145,5",22,29.0,161,870.0
47329,"145,5",24,29.0,161,900.0
47330,"147,5",24,29.0,161,900.0
47331,"148,5",24,31.0,161,930.0
47332,"149,5",24,33.0,161,945.0
47333,"151,5",26,36.0,161,990.0
47334,"153,5",28,38.0,161,1020.0
47335,"155,5",28,38.0,161,1020.0
47336,"156,5",28,40.0,161,1035.0
47337,"155,5",28,40.0,161,1035.0
47338,"157,5",30,40.0,161,1050.0
47339,"157,5",30,42.0,161,1080.0
47340,"161,5",32,44.0,161,1110.0
47341,"162,5",32,46.0,161,1125.0
47342,"163,5",34,46.0,161,1140.0
47343,"163,5",36,46.0,161,1170.0
47344,"164,5",38,46.0,161,1185.0
47345,"163,5",38,48.0,161,1230.0
47346,"163,5",38,50.0,161,1260.0
47347,"162,5",38,50.0,161,1275.0
47348,"161,5",38,50.0,161,1290.0
47349,"160,5",38,50.0,161,1305.0
47350,"159,5",38,50.0,161,1320.0
47351,"159,5",40,50.0,161,1350.0
47352,"158,5",40,50.0,161,1365.0
47353,"156,5",40,50.0,161,1395.0
47354,"157,5",42,50.0,161,1425.0
47355,"156,5",42,50.0,161,1425.0
47356,"155,5",42,50.0,161,1440.0
47357,"155,5",42,52.0,161,1470.0
47358,"154,5",42,52.0,161,1485.0
47359,"153,5",42,52.0,161,1500.0
47360,"151,5",42,52.0,161,1530.0
47361,"151,5",44,52.0,161,1560.0
47362,"153,5",45,52.0,161,1560.0
47363,"152,5",45,52.0,161,1560.0
47364,"152,5",45,54.0,161,1590.0
47365,"154,5",45,57.0,161,1605.0
47366,"153,5",45,57.0,161,1620.0
47367,"154,5",46,57.0,161,1635.0
47368,"153,5",47,57.0,161,1650.0
47369,"155,5",47,58.0,161,1650.0
47370,"153,5",47,58.0,161,1665.0
47371,"155,5",47,61.0,161,1695.0
47372,"154,5",47,61.0,161,1710.0
47373,"155,5",47,61.0,161,1725.0
47374,153,48,61.0,161,1740.0
47375,"155,5",48,62.0,161,1740.0
47376,153,48,63.0,161,1770.0
47377,156,50,65.0,161,1785.0
47378,157,50,65.0,161,1785.0
47379,157,51,65.0,161,1785.0
47380,158,52,65.0,161,1785.0
47381,160,52,67.0,161,1785.0
47382,"158,5",52,67.0,161,1815.0
47383,"161,5",55,70.0,161,1860.0
47384,"162,5",55,72.0,161,1875.0
47385,"163,5",57,72.0,161,1890.0
47386,"163,5",59,72.0,161,1920.0
47387,"162,5",59,72.0,161,1935.0
47388,"163,5",62,72.0,161,1965.0
47389,"163,5",64,72.0,161,1995.0
47390,"165,5",64,75.0,161,2010.0
47391,"164,5",64,75.0,161,2025.0
47392,162,64,75.0,161,2055.0
47393,161,64,75.0,161,2070.0
47394,161,64,77.0,161,2100.0
47395,161,64,77.0,161,2115.0
47396,162,66,77.0,161,2145.0
47397,160,66,77.0,161,2160.0
47398,159,66,77.0,161,2175.0
47399,"157,5",66,77.0,161,2190.0
47400,"156,5",66,77.0,161,2205.0
47401,156,66,77.0,161,2220.0
47402,"156,5",66,77.0,161,2235.0
47403,159,68,79.0,161,2250.0
47404,"158,5",70,79.0,161,2280.0
47405,0,73,79.0,161,2310.0
47406,0,73,79.0,161,2340.0
47407,0,75,79.0,161,2355.0
47408,0,75,79.0,161,2370.0
47409,0,75,81.0,161,2370.0
47410,0,76,81.0,161,2370.0
47411,0,76,82.0,161,2370.0
47412,0,78,82.0,161,2395.0
47413,0,78,83.0,161,2395.0
47415,"143,5",2,0.0,119,30.0
47416,"142,5",2,0.0,119,45.0
47417,"143,5",5,0.0,119,75.0
47418,"142,5",5,0.0,119,90.0
47419,"142,5",5,0.0,119,105.0
47420,"144,5",5,3.0,119,120.0
47421,"144,5",7,3.0,119,150.0
47422,"143,5",7,3.0,119,165.0
47423,"144,5",9,3.0,119,180.0
47424,"142,5",9,3.0,119,210.0
47425,"141,5",9,3.0,119,240.0
47426,"142,5",12,3.0,119,270.0
47427,"143,5",12,5.0,119,285.0
47428,"142,5",12,5.0,119,300.0
47429,"141,5",12,5.0,119,315.0
47430,"139,5",12,5.0,119,360.0
47431,"140,5",15,7.0,119,420.0
47432,"139,5",15,7.0,119,435.0
47433,"138,5",15,9.0,119,480.0
47434,"139,5",15,11.0,119,510.0
47435,"139,5",17,11.0,119,540.0
47436,"138,5",17,11.0,119,555.0
47437,"137,5",17,11.0,119,570.0
47438,"136,5",17,11.0,119,585.0
47439,"137,5",17,12.0,119,585.0
47440,"135,5",17,12.0,119,615.0
47441,"135,5",17,14.0,119,660.0
47442,"134,5",17,14.0,119,675.0
47443,"132,5",17,14.0,119,720.0
47444,"131,5",17,14.0,119,720.0
47445,"129,5",17,14.0,119,735.0
47446,"130,5",18,14.0,119,735.0
47447,"129,5",18,14.0,119,750.0
47448,"128,5",18,14.0,119,765.0
47449,"127,5",18,14.0,119,780.0
47450,"128,5",18,16.0,119,795.0
47451,"127,5",18,16.0,119,810.0
47452,"129,5",18,18.0,119,825.0
47453,"131,5",20,20.0,119,855.0
47454,"130,5",23,20.0,119,915.0
47455,"131,5",23,23.0,119,960.0
47456,"130,5",23,25.0,119,1005.0
47457,"128,5",23,25.0,119,1035.0
47458,"130,5",23,28.0,119,1050.0
47459,"129,5",23,28.0,119,1065.0
47460,"131,5",23,31.0,119,1080.0
47461,"130,5",23,31.0,119,1095.0
47462,"130,5",23,31.0,119,1110.0
47463,"129,5",23,31.0,119,1125.0
47464,"127,5",23,33.0,119,1155.0
47465,"129,5",23,36.0,119,1170.0
47466,"128,5",23,36.0,119,1185.0
47467,"127,5",25,36.0,119,1230.0
47468,"128,5",25,38.0,119,1245.0
47469,"128,5",27,38.0,119,1290.0
47470,"128,5",29,38.0,119,1320.0
47471,"127,5",29,38.0,119,1335.0
47472,"127,5",29,40.0,119,1380.0
47473,"126,5",29,40.0,119,1395.0
47474,"117,5",33,49.0,119,1770.0
47475,"116,5",33,49.0,119,1785.0
47476,115,35,49.0,119,1845.0
47477,116,35,51.0,119,1860.0
47478,"114,5",35,51.0,119,1890.0
47479,"113,5",35,51.0,119,1905.0
47480,115,35,53.0,119,1920.0
47481,115,35,54.0,119,1935.0
47482,114,35,54.0,119,1950.0
47483,115,36,54.0,119,1950.0
47484,114,36,54.0,119,1965.0
47485,"113,5",36,54.0,119,1980.0
47486,"112,5",36,54.0,119,1995.0
47487,"111,5",36,54.0,119,2010.0
47488,111,36,54.0,119,2025.0
47489,111,38,54.0,119,2055.0
47490,110,38,54.0,119,2070.0
47491,"109,5",38,54.0,119,2085.0
47492,"110,5",38,56.0,119,2100.0
47493,112,38,58.0,119,2115.0
47494,114,38,60.0,119,2115.0
47495,115,39,60.0,119,2115.0
47496,114,40,60.0,119,2145.0
47497,113,40,60.0,119,2160.0
47498,114,40,61.0,119,2160.0
47499,"114,5",40,62.0,119,2175.0
47500,"113,5",40,62.0,119,2190.0
47501,"114,5",41,62.0,119,2190.0
47502,115,43,62.0,119,2220.0
47503,116,45,62.0,119,2235.0
47504,115,45,62.0,119,2250.0
47505,115,45,63.0,119,2265.0
47506,115,45,64.0,119,2280.0
47507,0,45,64.0,119,2310.0
47508,0,45,65.0,119,2310.0
47509,0,47,65.0,119,2325.0
47510,0,47,65.0,119,2340.0
47511,0,47,66.0,119,2340.0
47512,0,47,66.0,119,2355.0
47513,0,47,66.0,119,2370.0
47514,0,47,67.0,119,2370.0
47515,0,49,67.0,119,2385.0
47516,0,49,68.0,119,2385.0
47517,0,49,70.0,119,2385.0
47519,"167,5",2,0.0,186,15.0
47520,"168,5",2,2.0,186,30.0
47521,"168,5",2,5.0,186,60.0
